Length	Frequency
1:	 0.03690036900369004
2:	 0.1974169741697417
3:	 0.2066420664206642
4:	 0.17343173431734318
5:	 0.1033210332103321
6:	 0.09778597785977859
7:	 0.07380073800738007
8:	 0.046125461254612546
9:	 0.025830258302583026
10:	 0.016605166051660517
11:	 0.014760147601476014
12:	 0.0036900369003690036
13:	 0.0
14:	 0.0036900369003690036
15:	 0.0
16:	 0.0
17:	 0.0
18:	 0.0
19:	 0.0
20:	 0.0
