Length	Frequency
1:	 0.03910141930632578
2:	 0.1753610928345396
3:	 0.21339724911489175
4:	 0.22298461634865432
5:	 0.12194128520850957
6:	 0.08666228028950089
7:	 0.06454240686781339
8:	 0.03477770467149168
9:	 0.01951937838769308
10:	 0.010401980135977693
11:	 0.0066735595450700255
12:	 0.003822414387317104
13:	 6.892878403358712E-4
14:	 6.266253093962465E-5
15:	 3.133126546981233E-5
16:	 0.0
17:	 0.0
18:	 0.0
19:	 0.0
20:	 0.0
